hgnc_id	entrez_id	ensembl_gene_id	location_sortable	symbol	name	gene_family	pubmed_id
HGNC:9602	5739	ENSG00000160013	19q13.32	PTGIR	prostaglandin I2 (prostacyclin) receptor (IP)	Prostaglandin (prostanoid) receptors	7759114
HGNC:9603	5740	ENSG00000124212	20q13.13	PTGIS	prostaglandin I2 synthase	Cytochrome P450 family 8	8812456
HGNC:18429	22949	ENSG00000106853	09q31.3	PTGR1	prostaglandin reductase 1		8576264|17449869
HGNC:20149	145482	ENSG00000140043	14q24.3	PTGR2	prostaglandin reductase 2		17449869
HGNC:9604	5742	ENSG00000095303	09q33.2	PTGS1	prostaglandin-endoperoxide synthase 1		2512924|1907252
HGNC:9605	5743	ENSG00000073756	01q31.1	PTGS2	prostaglandin-endoperoxide synthase 2		1380156
HGNC:9606	5741	ENSG00000152266	11p15.3	PTH	parathyroid hormone	Endogenous ligands	1672845
HGNC:9608	5745	ENSG00000160801	03p21.31	PTH1R	parathyroid hormone 1 receptor	Parathyroid hormone receptors	8020952
HGNC:30828	113091	ENSG00000142538	19q13.33	PTH2	parathyroid hormone 2	Endogenous ligands	11861531
HGNC:9609	5746	ENSG00000144407	02q34	PTH2R	parathyroid hormone 2 receptor	Parathyroid hormone receptors	
HGNC:9607	5744	ENSG00000087494	12p11.22	PTHLH	parathyroid hormone like hormone	Endogenous ligands	2708388
HGNC:9611	5747	ENSG00000169398	08q24.3	PTK2	protein tyrosine kinase 2	Protein phosphatase 1 regulatory subunits|FERM domain containing	8422239
HGNC:9612	2185	ENSG00000120899	08p21.2	PTK2B	protein tyrosine kinase 2 beta	Minor histocompatibility antigens|FERM domain containing	7544443|7499242
HGNC:9617	5753	ENSG00000101213	20q13.33	PTK6	protein tyrosine kinase 6	SH2 domain containing	8247543|9284935
HGNC:9618	5754	ENSG00000112655	06p21.1	PTK7	protein tyrosine kinase 7 (inactive)	Receptor Tyrosine Kinases|I-set domain containing|Immunoglobulin like domain containing	7478540
HGNC:9623	5757	ENSG00000187514	02q37.1	PTMA	"prothymosin, alpha"		1612591
HGNC:9629	5763	ENSG00000159335	12p13	PTMS	parathymosin		15716277
HGNC:9630	5764	ENSG00000105894	07q33	PTN	pleiotrophin	Endogenous ligands	1457401|1768439
HGNC:9632	53635	ENSG00000104960	19q13.33	PTOV1	prostate tumor overexpressed 1		12598323|15713644
HGNC:9634	7803	ENSG00000112245	06q12	PTP4A1	"protein tyrosine phosphatase type IVA, member 1"	Protein tyrosine phosphatases type IVA	9642300
HGNC:9635	8073	ENSG00000184007	01p35.2	PTP4A2	"protein tyrosine phosphatase type IVA, member 2"	Protein tyrosine phosphatases type IVA	8661118|9514946
HGNC:9636	11156	ENSG00000184489	08q24.3	PTP4A3	"protein tyrosine phosphatase type IVA, member 3"	Protein tyrosine phosphatases type IVA	
HGNC:9308	5524	ENSG00000119383	09q34.11	PTPA	protein phosphatase 2 phosphatase activator	Cyclophilin peptidylprolyl isomerases|Protein phosphatase 2 modulatory subunits	8530035|16380387
HGNC:30184	138639	ENSG00000158079	09q22.32	PTPDC1	protein tyrosine phosphatase domain containing 1	CDC14 phosphatases	14702039
HGNC:26965	114971	ENSG00000110536	11p11.2	PTPMT1	"protein tyrosine phosphatase, mitochondrial 1"	Atypical dual specificity phosphatases|Phosphoinositide phosphatases	12477932
HGNC:9642	5770	ENSG00000196396	20q13.13	PTPN1	"protein tyrosine phosphatase, non-receptor type 1"	"Protein tyrosine phosphatases, non-receptor type"	2164224
HGNC:9650	5771	ENSG00000175354	18p11.21	PTPN2	"protein tyrosine phosphatase, non-receptor type 2"	"Protein tyrosine phosphatases, non-receptor type"	2164224
HGNC:9655	5774	ENSG00000070159	09q31	PTPN3	"protein tyrosine phosphatase, non-receptor type 3"	"Protein tyrosine phosphatases, non-receptor type|PDZ domain containing|FERM domain containing"	1648725
HGNC:9656	5775	ENSG00000088179	02q14.2	PTPN4	"protein tyrosine phosphatase, non-receptor type 4"	"Protein tyrosine phosphatases, non-receptor type|PDZ domain containing|FERM domain containing"	1648233
HGNC:9657	84867	ENSG00000110786	11p15.1	PTPN5	"protein tyrosine phosphatase, non-receptor type 5"	"Protein tyrosine phosphatases, non-receptor type"	1714595
HGNC:9658	5777	ENSG00000111679	12p13.31	PTPN6	"protein tyrosine phosphatase, non-receptor type 6"	"SH2 domain containing|Protein tyrosine phosphatases, non-receptor type"	1639416
HGNC:9659	5778	ENSG00000143851	01q32.1	PTPN7	"protein tyrosine phosphatase, non-receptor type 7"	"Protein tyrosine phosphatases, non-receptor type"	1510684
HGNC:9661	5780	ENSG00000169410	15q24.2	PTPN9	"protein tyrosine phosphatase, non-receptor type 9"	"Protein tyrosine phosphatases, non-receptor type"	1557404
HGNC:9644	5781	ENSG00000179295	12q24.13	PTPN11	"protein tyrosine phosphatase, non-receptor type 11"	"SH2 domain containing|Protein tyrosine phosphatases, non-receptor type"	7894486|1280823
HGNC:9645	5782	ENSG00000127947	07q11.23	PTPN12	"protein tyrosine phosphatase, non-receptor type 12"	"Protein tyrosine phosphatases, non-receptor type"	7509295
HGNC:9646	5783	ENSG00000163629	04q21.3	PTPN13	"protein tyrosine phosphatase, non-receptor type 13"	"Protein tyrosine phosphatases, non-receptor type|PDZ domain containing|FERM domain containing"	8287977
HGNC:9647	5784	ENSG00000152104	01q32.3-q41	PTPN14	"protein tyrosine phosphatase, non-receptor type 14"	"Protein tyrosine phosphatases, non-receptor type|FERM domain containing"	7733990
HGNC:9649	26469	ENSG00000072135	02q21.1	PTPN18	"protein tyrosine phosphatase, non-receptor type 18"	"Protein tyrosine phosphatases, non-receptor type"	8950995
HGNC:23423	26095	ENSG00000204179	10q11.22	PTPN20	"protein tyrosine phosphatase, non-receptor type 20"	"Protein tyrosine phosphatases, non-receptor type"	15790311
HGNC:9651	11099	ENSG00000070778	14q31	PTPN21	"protein tyrosine phosphatase, non-receptor type 21"	"Protein tyrosine phosphatases, non-receptor type|FERM domain containing"	7519780
HGNC:9652	26191	ENSG00000134242	01p13.2	PTPN22	"protein tyrosine phosphatase, non-receptor type 22"	"Protein tyrosine phosphatases, non-receptor type"	10068674|1373816
HGNC:14406	25930	ENSG00000076201	03p21.31	PTPN23	"protein tyrosine phosphatase, non-receptor type 23"	"Protein tyrosine phosphatases, non-receptor type"	11095967
HGNC:9664	5786	ENSG00000132670	20p13	PTPRA	"protein tyrosine phosphatase, receptor type A"	"Protein tyrosine phosphatases, receptor type"	2172030|2169617
HGNC:9665	5787	ENSG00000127329	12q15	PTPRB	"protein tyrosine phosphatase, receptor type B"	"Fibronectin type III domain containing|Protein tyrosine phosphatases, receptor type"	2169617
HGNC:9666	5788	ENSG00000081237	01q31.3-q32.1	PTPRC	"protein tyrosine phosphatase, receptor type C"	"CD molecules|Fibronectin type III domain containing|Protein tyrosine phosphatases, receptor type"	2169617
HGNC:9667	5790	ENSG00000213402	11q13.2	PTPRCAP	"protein tyrosine phosphatase, receptor type C associated protein"		
HGNC:9668	5789	ENSG00000153707	09p24.1-p23	PTPRD	"protein tyrosine phosphatase, receptor type D"	"Fibronectin type III domain containing|I-set domain containing|Protein tyrosine phosphatases, receptor type"	7896816|8355697
HGNC:9669	5791	ENSG00000132334	10q26.2	PTPRE	"protein tyrosine phosphatase, receptor type E"	"Protein tyrosine phosphatases, receptor type"	8595895
HGNC:9670	5792	ENSG00000142949	01p34.2	PTPRF	"protein tyrosine phosphatase, receptor type F"	"Fibronectin type III domain containing|I-set domain containing|Protein tyrosine phosphatases, receptor type"	7558042
HGNC:9671	5793	ENSG00000144724	03p14.2	PTPRG	"protein tyrosine phosphatase, receptor type G"	"Fibronectin type III domain containing|Protein tyrosine phosphatases, receptor type"	1711217
HGNC:9672	5794	ENSG00000080031	19q13.4	PTPRH	"protein tyrosine phosphatase, receptor type H"	"Fibronectin type III domain containing|Protein tyrosine phosphatases, receptor type"	8294459
HGNC:9673	5795	ENSG00000149177	11p11.2	PTPRJ	"protein tyrosine phosphatase, receptor type J"	"CD molecules|Fibronectin type III domain containing|Protein tyrosine phosphatases, receptor type"	7937872|7994032
HGNC:9674	5796	ENSG00000152894	06q22.33	PTPRK	"protein tyrosine phosphatase, receptor type K"	"Fibronectin type III domain containing|Immunoglobulin like domain containing|Protein tyrosine phosphatases, receptor type"	9047348|8663237
HGNC:9675	5797	ENSG00000173482	18p11.23	PTPRM	"protein tyrosine phosphatase, receptor type M"	"Fibronectin type III domain containing|I-set domain containing|Immunoglobulin like domain containing|Protein tyrosine phosphatases, receptor type"	1655529|8404049
HGNC:9676	5798	ENSG00000054356	02q35	PTPRN	"protein tyrosine phosphatase, receptor type N"	"Protein tyrosine phosphatases, receptor type"	8024693
HGNC:9677	5799	ENSG00000155093	07q36.3	PTPRN2	"protein tyrosine phosphatase, receptor type N2"	"Protein tyrosine phosphatases, receptor type"	8954911|9220540
HGNC:9678	5800	ENSG00000151490	12p12.3	PTPRO	"protein tyrosine phosphatase, receptor type O"	"Fibronectin type III domain containing|Protein tyrosine phosphatases, receptor type"	7519601|7665166|21722858
HGNC:9679	374462	ENSG00000139304	12q21.31	PTPRQ	"protein tyrosine phosphatase, receptor type Q"	"Fibronectin type III domain containing|Protein tyrosine phosphatases, receptor type"	20346435
HGNC:9680	5801	ENSG00000153233	12q15	PTPRR	"protein tyrosine phosphatase, receptor type R"	"Protein tyrosine phosphatases, receptor type"	7557444|10393441
HGNC:9681	5802	ENSG00000105426	19p13.3	PTPRS	"protein tyrosine phosphatase, receptor type S"	"Fibronectin type III domain containing|I-set domain containing|Protein tyrosine phosphatases, receptor type"	8954782|8524829
HGNC:9682	11122	ENSG00000196090	20q12-q13.11	PTPRT	"protein tyrosine phosphatase, receptor type T"	"Fibronectin type III domain containing|Immunoglobulin like domain containing|Protein tyrosine phosphatases, receptor type"	9486824|9602027
HGNC:9683	10076	ENSG00000060656	01p35.3	PTPRU	"protein tyrosine phosphatase, receptor type U"	"Fibronectin type III domain containing|Protein tyrosine phosphatases, receptor type"	8700514|9434160
HGNC:9685	5803	ENSG00000106278	07q31.32	PTPRZ1	"protein tyrosine phosphatase, receptor type Z1"	"Fibronectin type III domain containing|Protein tyrosine phosphatases, receptor type"	7736789|8387522
HGNC:9688	284119	ENSG00000177469	17q21.31	PTRF	polymerase I and transcript release factor	Cavins	9582279
HGNC:27039	138428	ENSG00000187024	09q34.11	PTRH1	peptidyl-tRNA hydrolase 1 homolog		
HGNC:24265	51651	ENSG00000141378	17q23.1	PTRH2	peptidyl-tRNA hydrolase 2		10810093|15006356|14660562
HGNC:33782	391356	ENSG00000184924	02p23.3	PTRHD1	peptidyl-tRNA hydrolase domain containing 1		12477932
HGNC:9689	5805	ENSG00000150787	11q22.3	PTS	6-pyruvoyltetrahydropterin synthase		8188266
HGNC:9690	9232	ENSG00000164611	05q33.3	PTTG1	pituitary tumor-transforming 1		9811450|9892021
HGNC:13524	754	ENSG00000183255	21q22.3	PTTG1IP	pituitary tumor-transforming 1 interacting protein		9570958|10830953
HGNC:9691	10744	ENSG00000250254	04p14	PTTG2	pituitary tumor-transforming 2		10084610|10806349
HGNC:9692	5806	ENSG00000163661	03q25.32	PTX3	pentraxin 3	Long pentraxins	1429570
HGNC:14171	390667	ENSG00000251692	16p13.3	PTX4	pentraxin 4	Long pentraxins	
HGNC:16818	8226	ENSG00000130021	Xp22.31	PUDP	pseudouridine 5-phosphatase	HAD Asp-based non-protein phosphatases	1734713|1284467|20722631
HGNC:17042	22827	ENSG00000179950	08q24.3	PUF60	poly(U) binding splicing factor 60	RNA binding motif containing	10668799|10882074|17579712
HGNC:14957	9698	ENSG00000134644	01p35.2	PUM1	pumilio RNA binding family member 1		
HGNC:14958	23369	ENSG00000055917	02p24.1	PUM2	pumilio RNA binding family member 2		9039502|12459267|12511597
HGNC:29676	9933	ENSG00000080608	09p24.2	PUM3	pumilio RNA binding family member 3	Minor histocompatibility antigens	7584026|7584028|21266351
HGNC:9701	5813	ENSG00000185129	05q31.3	PURA	purine rich element binding protein A		1448097
HGNC:9702	5814	ENSG00000146676	07p13	PURB	purine rich element binding protein B		1448097
HGNC:17930	29942	ENSG00000172733	08p12	PURG	purine rich element binding protein G		12034829
HGNC:15508	80324	ENSG00000177192	12q24.33	PUS1	pseudouridylate synthase 1		10094309
HGNC:25461	83480	ENSG00000110060	11q24.2	PUS3	pseudouridylate synthase 3		12477932
HGNC:26033	54517	ENSG00000091127	07q22.3	PUS7	pseudouridylate synthase 7 (putative)		11572484
HGNC:25276	83448	ENSG00000129317	12q12	PUS7L	pseudouridylate synthase 7 like		11230166
HGNC:26505	150962	ENSG00000162927	02p16.1-p15	PUS10	pseudouridylate synthase 10		17900615
HGNC:26914	126789	ENSG00000169972	01p36.33	PUSL1	pseudouridylate synthase-like 1		12477932
HGNC:9704	5816	ENSG00000100362	22q12.3	PVALB	parvalbumin	EF-hand domain containing	1559707|10591208
HGNC:9705	5817	ENSG00000073008	19q13.31	PVR	poliovirus receptor	CD molecules|V-set domain containing|C2-set domain containing|Immunoglobulin like domain containing	2170108
HGNC:32190	79037	ENSG00000213413	07q22.1	PVRIG	poliovirus receptor related immunoglobulin domain containing		16926269
HGNC:17015	11137	ENSG00000136045	12q23.3	PWP1	"PWP1 homolog, endonuclein"	WD repeat domain containing	7828893|11850830
HGNC:9711	5822	ENSG00000241945	21q22.3	PWP2	PWP2 periodic tryptophan protein homolog (yeast)	WD repeat domain containing|UTPB complex	8893822
HGNC:29406	114825	ENSG00000170234	05q33.3	PWWP2A	PWWP domain containing 2A	PWWP domain containing	
HGNC:25150	170394	ENSG00000171813	10q26.3	PWWP2B	PWWP domain containing 2B	PWWP domain containing	
HGNC:21361	221749	ENSG00000168994	06p25.2	PXDC1	PX domain containing 1		
HGNC:14966	7837	ENSG00000130508	02p25.3	PXDN	peroxidasin	I-set domain containing	10441517|9039502|22842973
HGNC:26359	137902	ENSG00000147485	08q11.22-q11.23	PXDNL	peroxidasin like	I-set domain containing	22543864|24924147
HGNC:23326	54899	ENSG00000168297	03p14.3	PXK	PX domain containing serine/threonine kinase like		20086096
HGNC:9716	5827	ENSG00000176894	12q24.33	PXMP2	peroxisomal membrane protein 2		11590176
HGNC:15920	11264	ENSG00000101417	20q11.22	PXMP4	peroxisomal membrane protein 4		10366717
HGNC:9718	5829	ENSG00000089159	12q24.23	PXN	paxillin	LIM domain containing	7534286
HGNC:18312	222659	ENSG00000179165	06p21.31	PXT1	"peroxisomal, testis specific 1"		
HGNC:26303	92370	ENSG00000155893	03q23	PXYLP1	2-phosphoxylose phosphatase 1	Acid phosphatases	24425863
HGNC:16608	29108	ENSG00000103490	16p11.2	PYCARD	PYD and CARD domain containing	Caspase recruitment domain containing|Pyrin domain containing	
HGNC:9721	5831	ENSG00000183010	17q25.3	PYCR1	pyrroline-5-carboxylate reductase 1		1730675
HGNC:30262	29920	ENSG00000143811	01q42.12	PYCR2	pyrroline-5-carboxylate reductase family member 2		12477932
HGNC:25846	65263	ENSG00000104524	08q24.3	PYCRL	pyrroline-5-carboxylate reductase-like		
HGNC:30261	260434	ENSG00000169900	16p11.2	PYDC1	pyrin domain containing 1	Pyrin domain containing	11786556|16905547
HGNC:33512	152138	ENSG00000253548	03q28	PYDC2	pyrin domain containing 2	Pyrin domain containing	17178784
HGNC:9723	5834	ENSG00000100994	20p11.21	PYGB	"phosphorylase, glycogen; brain"	"Phosphorylases, glycogen"	
HGNC:9725	5836	ENSG00000100504	14q22.1	PYGL	"phosphorylase, glycogen, liver"	"Phosphorylases, glycogen"	2877458
HGNC:9726	5837	ENSG00000068976	11q13.1	PYGM	"phosphorylase, glycogen, muscle"	"Phosphorylases, glycogen"	
HGNC:30256	26108	ENSG00000171016	15q21.3	PYGO1	pygopus family PHD finger 1	PHD finger proteins	11988739
HGNC:30257	90780	ENSG00000163348	01q21.3	PYGO2	pygopus family PHD finger 2	PHD finger proteins	11988739
HGNC:28894	149628	ENSG00000163564	01q23.1	PYHIN1	pyrin and HIN domain family member 1	Pyrin domain containing|Pyrin and HIN domain family	15122330
HGNC:30258	84305	ENSG00000170473	12q13.2	PYM1	"PYM homolog 1, exon junction complex associated factor"		12438415|12483225
HGNC:26162	79912	ENSG00000121350	12p12.1	PYROXD1	pyridine nucleotide-disulphide oxidoreductase domain 1		12477932
HGNC:23517	84795	ENSG00000119943	10q24.2	PYROXD2	pyridine nucleotide-disulphide oxidoreductase domain 2		
HGNC:44317	100996939	ENSG00000145337	04q22.1	PYURF	PIGY upstream reading frame		16162815
HGNC:9748	5697	ENSG00000131096	17q21.31	PYY	peptide YY	Endogenous ligands	7782089
HGNC:9750	5858	ENSG00000126838	12p13.31	PZP	"PZP, alpha-2-macroglobulin like"	"C3 and PZP like, alpha-2-macroglobulin domain containing"	
HGNC:9751	5859	ENSG00000172053	03p21.31	QARS	glutaminyl-tRNA synthetase	"Aminoacyl tRNA synthetases, Class I"	8078941|10393422
HGNC:9752	5860	ENSG00000151552	04p15.32	QDPR	quinoid dihydropteridine reductase	Short chain dehydrogenase/reductase superfamily	19027726
HGNC:21100	9444	ENSG00000112531	06q26	QKI	"QKI, KH domain containing RNA binding"		10535969
HGNC:9753	25797	ENSG00000115828	02p22.2	QPCT	glutaminyl-peptide cyclotransferase		7999256
HGNC:25952	54814	ENSG00000011478	19q13.32	QPCTL	glutaminyl-peptide cyclotransferase like		
HGNC:9755	23475	ENSG00000103485	16p11.2	QPRT	quinolinate phosphoribosyltransferase		9473669
HGNC:29982	347148	ENSG00000188710	09q34.12	QRFP	pyroglutamylated RFamide peptide	Endogenous ligands	12714592|15808908
HGNC:15565	84109	ENSG00000186867	04q27	QRFPR	pyroglutamylated RFamide peptide receptor	Peptide receptors	11574155
HGNC:24713	54870	ENSG00000198218	03p21.31	QRICH1	glutamine rich 1		12477932
HGNC:25326	84074	ENSG00000129646	17q25.1	QRICH2	glutamine rich 2		
HGNC:21020	55278	ENSG00000130348	06q21	QRSL1	glutaminyl-tRNA synthase (glutamine-hydrolyzing)-like 1		11230166|19805282
HGNC:26154	79832	ENSG00000060749	11p13	QSER1	glutamine and serine rich 1		
HGNC:9756	5768	ENSG00000116260	01q25.2	QSOX1	quiescin sulfhydryl oxidase 1		9878249|8396966|12176051
HGNC:30249	169714	ENSG00000165661	09q34.3	QSOX2	quiescin sulfhydryl oxidase 2		12176051
HGNC:23797	81890	ENSG00000213339	19p13.3	QTRT1	queuine tRNA-ribosyltransferase catalytic subunit 1		20354154
HGNC:25771	79691	ENSG00000151576	03q13.31	QTRT2	queuine tRNA-ribosyltransferase accessory subunit 2		19414587|20354154
HGNC:27329	203069	ENSG00000104679	08p21.3	R3HCC1	R3H domain and coiled-coil containing 1		12477932
HGNC:23512	27291	ENSG00000166024	10q24.2	R3HCC1L	R3H domain and coiled-coil containing 1 like		
HGNC:9757	23518	ENSG00000048991	02q21.3	R3HDM1	R3H domain containing 1		7584026
HGNC:29167	22864	ENSG00000179912	12q13.3	R3HDM2	R3H domain containing 2		
HGNC:28270	91300	ENSG00000198858	19p13.3	R3HDM4	R3H domain containing 4		12477932
HGNC:16249	140902	ENSG00000101074	20q13.12	R3HDML	R3H domain containing like		
HGNC:9758	5861	ENSG00000138069	02p14	RAB1A	"RAB1A, member RAS oncogene family"	"RAB, member RAS oncogene GTPases"	2501306
HGNC:18370	81876	ENSG00000174903	11q13.2	RAB1B	"RAB1B, member RAS oncogene family"	"RAB, member RAS oncogene GTPases"	9030196
HGNC:9763	5862	ENSG00000104388	08q12.1-q12.2	RAB2A	"RAB2A, member RAS oncogene family"	"RAB, member RAS oncogene GTPases"	
HGNC:20246	84932	ENSG00000129472	14q11.2	RAB2B	"RAB2B, member RAS oncogene family"	"RAB, member RAS oncogene GTPases"	12376746
HGNC:9777	5864	ENSG00000105649	19p13.11	RAB3A	"RAB3A, member RAS oncogene family"	"RAB, member RAS oncogene GTPases"	2687157|7532276
HGNC:9778	5865	ENSG00000169213	01p32.3	RAB3B	"RAB3B, member RAS oncogene family"	"RAB, member RAS oncogene GTPases"	
HGNC:30269	115827	ENSG00000152932	05q11.2	RAB3C	"RAB3C, member RAS oncogene family"	"RAB, member RAS oncogene GTPases"	12296628
HGNC:9779	9545	ENSG00000105514	19p13.2	RAB3D	"RAB3D, member RAS oncogene family"	"RAB, member RAS oncogene GTPases"	10023084|10072586
HGNC:17063	22930	ENSG00000115839	02q21.3	RAB3GAP1	RAB3 GTPase activating protein catalytic subunit 1		9030515|15696165
HGNC:17168	25782	ENSG00000118873	01q41	RAB3GAP2	RAB3 GTPase activating non-catalytic protein subunit 2		15696165|16532399|24482476
HGNC:9780	5866	ENSG00000167994	11q12.2-q12.3	RAB3IL1	RAB3A interacting protein like 1		11516400
HGNC:16508	117177	ENSG00000127328	12q15	RAB3IP	RAB3A interacting protein		12221131
HGNC:9781	5867	ENSG00000168118	01q42.13	RAB4A	"RAB4A, member RAS oncogene family"	"RAB, member RAS oncogene GTPases"	
HGNC:9782	53916	ENSG00000167578	19q13.2	RAB4B	"RAB4B, member RAS oncogene family"	"RAB, member RAS oncogene GTPases"	
HGNC:9783	5868	ENSG00000144566	03p24.3	RAB5A	"RAB5A, member RAS oncogene family"	"RAB, member RAS oncogene GTPases"	1999336
HGNC:9784	5869	ENSG00000111540	12q13	RAB5B	"RAB5B, member RAS oncogene family"	"RAB, member RAS oncogene GTPases"	1541686|10403367
HGNC:9785	5878	ENSG00000108774	17q21.2	RAB5C	"RAB5C, member RAS oncogene family"	"RAB, member RAS oncogene GTPases"	8646882
HGNC:9786	5870	ENSG00000175582	11q13.4	RAB6A	"RAB6A, member RAS oncogene family"	"RAB, member RAS oncogene GTPases"	
HGNC:14902	51560	ENSG00000154917	03q22.1	RAB6B	"RAB6B, member RAS oncogene family"	"RAB, member RAS oncogene GTPases"	
HGNC:16525	84084	ENSG00000222014	02q21.1	RAB6C	"RAB6C, member RAS oncogene family"	"RAB, member RAS oncogene GTPases"	11054569|17426708
HGNC:9788	7879	ENSG00000075785	03q21.3	RAB7A	"RAB7A, member RAS oncogene family"	"RAB, member RAS oncogene GTPases"	9126495|9428630
HGNC:30513	338382	ENSG00000276600	01q32.1	RAB7B	"RAB7B, member RAS oncogene family"	"RAB, member RAS oncogene GTPases"	15144907
HGNC:7007	4218	ENSG00000167461	19p13.11	RAB8A	"RAB8A, member RAS oncogene family"	"RAB, member RAS oncogene GTPases"	1886711|8408203
HGNC:30273	51762	ENSG00000166128	15q22.2	RAB8B	"RAB8B, member RAS oncogene family"	"RAB, member RAS oncogene GTPases"	9030196|18772196
HGNC:9792	9367	ENSG00000123595	Xp22.2	RAB9A	"RAB9A, member RAS oncogene family"	"RAB, member RAS oncogene GTPases"	9126495
HGNC:14090	51209	ENSG00000123570	Xq22.2	RAB9B	"RAB9B, member RAS oncogene family"	"RAB, member RAS oncogene GTPases"	11043518
HGNC:9759	10890	ENSG00000084733	02p23.3	RAB10	"RAB10, member RAS oncogene family"	"RAB, member RAS oncogene GTPases"	7688123
HGNC:9760	8766	ENSG00000103769	15q22.31	RAB11A	"RAB11A, member RAS oncogene family"	"RAB, member RAS oncogene GTPases"	1704119|9662449
HGNC:9761	9230	ENSG00000185236	19p13.2	RAB11B	"RAB11B, member RAS oncogene family"	"RAB, member RAS oncogene GTPases"	7811277
HGNC:30265	80223	ENSG00000156675	08p11.23	RAB11FIP1	RAB11 family interacting protein 1	C2 domain containing	11786538|11495908
HGNC:29152	22841	ENSG00000107560	10q26.11	RAB11FIP2	RAB11 family interacting protein 2	C2 domain containing	11994279|10231032
HGNC:17224	9727	ENSG00000090565	16p13.3	RAB11FIP3	RAB11 family interacting protein 3	EF-hand domain containing	9734811|11481332
HGNC:30267	84440	ENSG00000131242	17q11.2	RAB11FIP4	RAB11 family interacting protein 4	EF-hand domain containing	11347906|11468690
HGNC:24845	26056	ENSG00000135631	02p13.2	RAB11FIP5	RAB11 family interacting protein 5	C2 domain containing	10048485|11163216
HGNC:31332	201475	ENSG00000206418	18p11.22	RAB12	"RAB12, member RAS oncogene family"	"RAB, member RAS oncogene GTPases"	
HGNC:9762	5872	ENSG00000143545	01q21.3	RAB13	"RAB13, member RAS oncogene family"	"RAB, member RAS oncogene GTPases"	8294494
HGNC:16524	51552	ENSG00000119396	09q33.2	RAB14	"RAB14, member RAS oncogene family"	"RAB, member RAS oncogene GTPases"	9792283|15004230
HGNC:20150	376267	ENSG00000139998	14q23.3	RAB15	"RAB15, member RAS oncogene family"	"RAB, member RAS oncogene GTPases"	11697911
HGNC:16523	64284	ENSG00000124839	02q37.3	RAB17	"RAB17, member RAS oncogene family"	"RAB, member RAS oncogene GTPases"	9624171
HGNC:14244	22931	ENSG00000099246	10p12.1	RAB18	"RAB18, member RAS oncogene family"	"RAB, member RAS oncogene GTPases"	10648831
HGNC:19982	401409	ENSG00000146955	07q34	RAB19	"RAB19, member RAS oncogene family"	"RAB, member RAS oncogene GTPases"	
HGNC:18260	55647	ENSG00000139832	13q34	RAB20	"RAB20, member RAS oncogene family"	"RAB, member RAS oncogene GTPases"	11697911
HGNC:18263	23011	ENSG00000080371	12q21.1	RAB21	"RAB21, member RAS oncogene family"	"RAB, member RAS oncogene GTPases"	10887961|11697911|16754960
HGNC:9764	57403	ENSG00000124209	20q13.32	RAB22A	"RAB22A, member RAS oncogene family"	"RAB, member RAS oncogene GTPases"	
HGNC:14263	51715	ENSG00000112210	06p12.1-p11.2	RAB23	"RAB23, member RAS oncogene family"	"RAB, member RAS oncogene GTPases"	
HGNC:9765	53917	ENSG00000169228	05q35.3	RAB24	"RAB24, member RAS oncogene family"	"RAB, member RAS oncogene GTPases"	
HGNC:18238	57111	ENSG00000132698	01q22	RAB25	"RAB25, member RAS oncogene family"	"RAB, member RAS oncogene GTPases"	11697911
HGNC:14259	25837	ENSG00000167964	16p13.3	RAB26	"RAB26, member RAS oncogene family"	"RAB, member RAS oncogene GTPases"	11043516
HGNC:9766	5873	ENSG00000069974	15q21.3	RAB27A	"RAB27A, member RAS oncogene family"	"RAB, member RAS oncogene GTPases"	7592656
HGNC:9767	5874	ENSG00000041353	18q21.2	RAB27B	"RAB27B, member RAS oncogene family"	"RAB, member RAS oncogene GTPases"	9066979
HGNC:9768	9364	ENSG00000157869	04p15.33	RAB28	"RAB28, member RAS oncogene family"	"RAB, member RAS oncogene GTPases"	8647132
HGNC:9789	8934	ENSG00000117280	01q32.1	RAB29	"RAB29, member RAS oncogene family"	"RAB, member RAS oncogene GTPases"	9284931|22022256
HGNC:9770	27314	ENSG00000137502	11q14.1	RAB30	"RAB30, member RAS oncogene family"	"RAB, member RAS oncogene GTPases"	8863739|9792283
HGNC:9771	11031	ENSG00000168461	18p11.22	RAB31	"RAB31, member RAS oncogene family"	"RAB, member RAS oncogene GTPases"	8863739
HGNC:9772	10981	ENSG00000118508	06q24.3	RAB32	"RAB32, member RAS oncogene family"	"RAB, member RAS oncogene GTPases|A-kinase anchoring proteins"	
HGNC:9773	9363	ENSG00000134594	Xq26.1	RAB33A	"RAB33A, member RAS oncogene family"	"RAB, member RAS oncogene GTPases"	7688322|9512502
HGNC:16075	83452	ENSG00000172007	04q31.1	RAB33B	"RAB33B, member RAS oncogene family"	"RAB, member RAS oncogene GTPases"	
HGNC:16519	83871	ENSG00000109113	17q11.2	RAB34	"RAB34, member RAS oncogene family"	"RAB, member RAS oncogene GTPases"	12446704
HGNC:9774	11021	ENSG00000111737	12q24.23	RAB35	"RAB35, member RAS oncogene family"	"RAB, member RAS oncogene GTPases"	
HGNC:9775	9609	ENSG00000100228	22q11.23	RAB36	"RAB36, member RAS oncogene family"	"RAB, member RAS oncogene GTPases"	9920784|10591208
